"prim_key","work_employed","work_onleave","work_temp_unemployed","work_looking","work_retired","work_disabled","work_oth","work_occupation","work_self","inc_wage","inc_retempl","inc_self","inc_ss","inc_intdiv","inc_rent","inc_gov","inc_alimony","inc_child","inc_retsav","inc_wage_freq","inc_retempl_freq","inc_self_freq","inc_ss_freq","inc_intdiv_freq","inc_rent_freq","inc_gov_freq","inc_alimony_freq","inc_child_freq","inc_retsav_freq","paypref_b1","paypref_b2","paypref_nb1","paypref_nb2","paypref_lt10","paypref_10to25","paypref_25to50","paypref_50to100","paypref_100plus","mobile_howfunded","cc_num","paypref_web","cc_type_1","cc_type_2","cc_type_3","cc_type_4","cc_type_5","cc_type_6","cc_rewards_1","cc_rewards_2","cc_rewards_3","cc_rewards_4","cc_rewards_5","cc_rewards_6","cc_hasbal_1","cc_hasbal_2","cc_hasbal_3","cc_hasbal_4","cc_hasbal_5","cc_hasbal_6","cc_chip_1","cc_chip_2","cc_chip_3","cc_chip_4","cc_chip_5","cc_chip_6","dc_num","dc_logo_1","dc_logo_2","dc_logo_3","dc_logo_4","dc_logo_5","dc_rewards_1","dc_rewards_2","dc_rewards_3","dc_rewards_4","dc_rewards_5","dc_acct_1","dc_acct_2","dc_acct_3","dc_acct_4","dc_acct_5","shops_online","last_income_date","paypref_b1_why","paypref_b2_why","paypref_nb1_why","paypref_nb2_why","paypref_web_why","e_exp_csh","e_exp_chk","e_exp_od","e_exp_cc","e_exp_heloc","e_exp_sav","e_exp_payday","e_exp_fam","e_exp_cover","e_exp_pawn","e_exp_csh_saved","e_exp_chk_saved","e_exp_sav_saved","e_exp_svc_saved","e_exp_tot_saved","cashwith_amnt_prim","cashwith_amnt_oth","cashwith_location","cashwith_num_prim","cashwith_num_oth","interest_level","memory_lpd","memory_checkbook","memory_receipts","memory_finrec","memory_oth","next_income_date","scpc_date","gender","age","citizen","state_reside","marital_status","highest_education","hispaniclatino","hispaniclatino_group","race_white","race_black","race_asian","race_other","hh_size","income_hh","income_hh_gte500k","homeowner","home_value","home_debt","other_assets","other_debts","ind_weight"
"160502474",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,4,4,3,7,7,7,7,7,,3,4,1,1,1,,,,1,0,0,,,,1,0,0,,,,0,0,0,,,,1,1,,,,,0,,,,,,,,,,1,10/6/2017,6,3,5,8,8,0,600,0,0,0,400,0,0,1000,0,0,500,100,0,600,100,0,1,4.3482141494751,,2,0,0,1,0,0,10/20/2017,9/26/2017,1,41,1,55,1,11,0,,0,0,1,0,2,11,,0,,,10000,1000,2.64985847473145
"160502491",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,4,4,10,4,4,4,4,4,,2,4,1,2,,,,,0,1,,,,,1,0,,,,,1,1,,,,,1,1,,,,,0,,,,,,,,,,1,10/13/2017,3,1,3,3,3,,,,2000,,,,,2000,,0,50,0,0,50,40,40,4,2,0.5,1,0,0,1,0,0,10/27/2017,9/25/2017,0,41,1,55,1,11,0,,1,0,0,0,3,15,,1,114000,110000,70000,76500,2.10306310653687
"160502497",0,0,0,0,1,0,0,,,0,1,1,0,1,0,0,0,0,1,,4,4,,4,,,,,4,7,3,3,4,3,3,3,3,3,,2,3,1,3,,,,,1,0,,,,,0,0,,,,,1,1,,,,,1,1,,,,,1,,,,,1,,,,,1,10/1/2017,3,3,7,3,7,0,2000,0,0,0,0,0,0,2000,0,800,500,0,0,1300,30,0,2,1,,1,0,0,1,1,0,11/1/2017,9/23/2017,1,62,1,55,1,13,0,,1,0,0,0,2,13,,1,80000,0,1000,0,0.536690711975098
"160502505",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,4,6,4,1,1,4,4,4,4,,,10,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,0,,,,,,,,,,1,9/26/2017,3,3,3,1,8,0,0,0,0,0,0,0,2000,2000,0,100,0,10,30,140,60,20,1,2,1,2,0,0,1,1,0,10/10/2017,9/19/2017,0,45,1,55,4,11,0,,1,0,0,0,4,13,,1,125000,100000,75000,50000,1.49715578556061
"160502510",0,0,0,0,1,0,0,,,0,1,0,1,0,1,0,0,0,0,,4,,4,,4,,,,,2,3,1,3,1,1,1,3,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,6,2,6,8,0,0,0,0,0,2000,0,0,2000,0,0,0,40000,0,40000,600,400,2,3,1,1,0,0,1,0,0,10/25/2017,9/19/2017,0,72,1,55,4,9,0,,1,0,0,0,1,8,,1,125000,0,10000,2000,3.64790558815002
"160502528",1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,3,1,3,1,3,3,3,3,3,,3,3,1,4,4,,,,1,1,1,,,,0,0,0,,,,1,1,1,,,,1,1,,,,,0,,,,,,,,,,1,10/6/2017,6,3,7,3,3,,,,,,2000,,,2000,,0,7900,41200,0,49100,100,20,1,0.5,0.5,1,0,0,1,1,0,10/20/2017,9/19/2017,0,39,1,39,1,13,0,,1,0,0,0,6,16,,1,550000,196000,1500000,25000,0.249990165233612
"160502545",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,2,4,1,4,4,4,4,4,,1,3,1,,,,,,1,,,,,,0,,,,,,1,,,,,,2,2,2,,,,1,1,,,,1,1,,,,1,9/21/2017,3,6,3,1,8,,,,,,2000,,,2000,,5,200,2000,0,2205,20,0,4,4.3482141494751,,1,0,0,1,1,1,10/12/2017,9/22/2017,0,27,1,39,1,12,0,,1,0,0,0,3,13,,1,150000,134000,30000,10000,0.249991029500961
"160502567",0,0,0,1,0,0,0,,,0,0,1,0,0,0,0,0,0,0,,,1,,,,,,,,3,1,1,3,1,1,1,3,3,,2,3,2,1,,,,,0,1,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,1,10/6/2017,4,4,4,4,3,500,500,,,,1000,,,2000,,0,0,0,0,0,300,0,5,4,,3,0,0,1,0,0,10/20/2017,9/23/2017,0,51,1,48,1,9,0,,0,0,1,0,1,9,,1,50000,0,10000,0,0.400602400302887
"160502571",0,0,0,0,1,0,1,,,1,1,0,1,1,1,0,0,0,1,4,4,,4,4,4,,,,9,2,7,4,2,4,4,4,4,4,,2,3,2,8,,,,,1,0,,,,,1,0,,,,,0,0,,,,,1,1,,,,,0,,,,,1,,,,,1,10/1/2017,6,9,3,3,3,0,0,,,,2000,,,2000,,0,1200,60000,0,61200,100,1095,2,1,1,2,1,1,1,0,0,10/19/2017,9/25/2017,0,65,1,48,1,13,1,1,1,0,0,0,2,12,,1,200000,0,800000,1000,0.35326361656189
"160502580",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,3,2,1,3,1,1,1,3,3,,1,3,2,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,10/16/2017,3,2,3,1,1,500,1000,,,,500,,,2000,,750,1000,500,0,2250,250,0,2,3,,1,1,1,1,0,0,11/10/2017,9/23/2017,0,51,1,48,1,11,0,,0,0,1,0,3,10,,1,60000,0,10000,0,0.249980315566063
"160502599",1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,4,,9,,,,,,,,4,12,4,1,1,4,4,4,4,,1,10,2,,,,,,1,,,,,,1,,,,,,1,,,,,,1,2,,,,,0,,,,,,,,,,1,10/11/2017,3,3,3,1,6,,,,500,,500,,,1000,,0,0,500,460,960,100,20,1,1,2,2,1,0,1,1,0,10/18/2017,9/25/2017,0,41,1,29,4,12,0,,1,0,0,0,4,9,,0,,,5000,35000,0.249964758753777
"160502654",1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4,,1,,,,,,,,4,6,4,6,1,4,4,4,4,,5,4,2,1,1,4,4,,1,0,0,0,0,,1,1,1,1,1,,1,1,1,1,0,,1,2,,,,,0,,,,,1,,,,,1,10/3/2017,4,3,3,6,1,0,0,0,0,0,0,0,2000,2000,0,0,60,50,0,110,40,20,4,2,8.6964282989502,1,0,1,0,0,0,10/31/2017,9/19/2017,0,28,1,6,1,13,1,1,1,0,0,0,4,8,,0,,,0,50000,1.87933218479156
"160502676",1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,4,,,,4,,,,,,7,2,3,1,3,3,3,3,3,,3,3,1,1,6,,,,1,1,1,,,,0,0,0,,,,1,1,1,,,,1,1,,,,,0,,,,,2,,,,,1,9/29/2017,3,8,7,1,7,0,2000,,,,,,,2000,,100,26000,25000,0,51100,80,0,6,1,,4,0,0,1,1,0,10/31/2017,9/19/2017,0,32,1,6,6,16,0,,0,0,1,0,1,12,,1,480000,0,30000,0,3.52057504653931
"160502684",1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,,,,,4,,,,,7,4,2,1,1,1,4,7,7,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0,,,,,,,,,,1,10/14/2017,8,8,6,1,1,0,250,0,0,0,0,0,250,500,0,20,0,0,6,26,40,40,1,4,4.3482141494751,1,0,1,1,1,0,11/1/2017,9/19/2017,1,48,1,29,1,9,0,,1,0,0,0,3,12,,1,80000,68000,10000,0,0.431334853172302
"160502806",0,0,0,0,0,1,0,,,0,0,0,1,0,0,1,0,0,0,,,,4,,,4,,,,4,7,4,13,4,4,4,4,4,,2,,2,2,,,,,0,1,,,,,0,1,,,,,0,1,,,,,,,,,,,,,,,,,,,,,0,10/1/2017,5,8,3,10,,0,27,36,100,0,400,0,300,863,0,0,0,0,0,0,0,0,6,0,,2,0,1,0,0,0,11/1/2017,9/20/2017,0,36,1,54,6,9,0,,0,1,0,0,2,1,,0,,,0,0,0.249978974461555
"160502808",0,0,0,0,1,1,0,,,0,0,0,0,0,0,1,0,0,1,,,,,,,4,,,4,8,5,1,5,1,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9/29/2017,2,3,3,3,,185,0,0,0,0,0,0,315,500,0,185,0,0,0,185,800,0,4,1,,2,0,0,1,0,0,11/1/2017,9/19/2017,0,72,1,54,5,9,0,,1,0,0,0,2,8,,1,40000,0,60000,0,0.249982446432114
"160502811",0,0,0,0,1,0,0,,,0,0,0,1,0,0,0,0,0,0,,,,4,,,,,,,4,8,4,1,1,4,4,4,4,,1,,2,,,,,,0,,,,,,1,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,0,9/20/2017,3,6,3,1,,,500,,,,,,,500,,7,124,0,0,131,50,10,1,4.3482141494751,1,1,0,0,1,0,0,10/18/2017,9/21/2017,0,74,1,54,5,9,0,,0,1,0,0,3,6,,1,80000,0,80000,5000,0.478984951972961
"160502846",0,0,0,0,1,1,0,,,0,1,0,1,0,0,0,0,0,0,,4,,4,,,,,,,3,1,3,5,1,1,3,3,3,,2,3,2,2,,,,,1,0,,,,,1,1,,,,,1,1,,,,,2,2,1,,,,0,0,,,,1,2,,,,1,9/27/2017,10,1,10,8,8,,,,,,,,1000,1000,,35,0,350,0,385,40,100,1,4,2,2,0,0,1,0,1,10/25/2017,9/19/2017,0,63,1,55,4,13,0,,1,0,0,0,2,11,,1,160000,124000,25000,0,0.249973013997078
"160502874",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,4,6,4,2,4,4,4,4,4,,1,4,1,,,,,,0,,,,,,1,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,10/6/2017,3,3,3,3,3,,,,500,,,,,500,,0,0,0,0,0,50,0,2,4.3482141494751,,3,1,0,1,1,0,10/20/2017,9/19/2017,0,53,1,39,1,10,0,,1,0,0,0,2,12,,1,140000,118000,20000,25000,1.00139486789703
"160502901",1,0,0,0,0,0,0,2,0,,,1,,,,,1,,,,,9,,,,,4,,,7,6,10,4,1,4,4,4,4,,2,10,2,1,,,,,1,1,,,,,0,0,,,,,1,1,,,,,1,1,,,,,1,,,,,,,,,,1,10/13/2017,6,6,6,6,6,,,,,,2000,,,2000,,170,12000,20000,0,32170,40,40,4,2,1,2,0,1,1,0,0,11/17/2017,9/21/2017,0,57,0,39,4,10,0,,1,0,0,0,2,15,,1,200000,0,300000,0,0.498103708028793
"160502915",1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,,,4,,,,,,,7,2,4,1,4,4,4,4,4,,1,4,2,,,,,,0,,,,,,1,,,,,,1,,,,,,1,1,,,,,1,,,,,,,,,,1,10/11/2017,3,6,3,3,3,,200,,,,200,,,500,100,0,0,246,0,246,20,0,1,6,,2,0,1,1,1,0,10/20/2017,9/23/2017,0,72,1,51,1,9,0,,1,0,0,0,2,5,,1,173000,0,2500,47000,3.22487211227417
"160502960",0,0,0,0,0,1,0,,,0,1,0,0,0,0,1,0,0,0,,4,,,,,4,,,,4,8,1,4,1,1,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,0,,,,,,,,,,0,9/27/2017,3,6,9,9,,0,0,0,0,0,0,0,500,500,0,0,150,50,0,200,20,50,1,2,0,3,0,0,1,0,0,10/25/2017,9/20/2017,1,61,1,18,1,9,0,,1,0,0,0,2,8,,1,100000,0,150000,0,0.377307683229446
"160502969",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,4,2,4,1,4,4,4,4,4,,1,4,2,,,,,,1,,,,,,0,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,,3,3,3,3,3,2000,0,0,0,0,0,0,0,2000,0,2597,614,0,0,3211,100,60,1,6,3,3,0,0,0,1,0,10/20/2017,9/19/2017,1,37,1,18,1,10,0,,1,0,0,0,4,15,,1,145000,90000,25000,0,0.353470921516418
"160502985",0,0,0,0,1,0,0,,,0,1,0,0,0,0,0,0,0,1,,4,,,,,,,,4,2,7,4,1,4,4,4,4,4,,1,3,1,,,,,,0,,,,,,1,,,,,,1,,,,,,1,1,,,,,0,,,,,1,,,,,1,9/29/2017,6,3,3,3,3,0,2000,0,0,0,0,0,0,2000,0,0,2000,700,0,2700,50,20,1,0.5,0.5,2,0,0,0,1,0,10/31/2017,9/19/2017,1,75,1,18,1,14,0,,1,0,0,0,2,14,,1,130000,20000,50000,15000,0.249972358345985
"160503025",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,2,3,1,1,1,3,3,3,,2,3,1,6,,,,,1,1,,,,,1,0,,,,,1,1,,,,,1,1,,,,,1,,,,,1,,,,,1,10/13/2017,3,3,3,9,3,,2000,,,,,,,2000,,500,2000,200,0,2700,300,0,1,4.3482141494751,,1,0,0,1,0,1,10/20/2017,9/23/2017,1,55,1,42,1,9,0,,1,0,0,0,3,15,,1,175000,45000,40000,20000,0.532853782176971
"160503035",0,0,0,0,1,0,0,,,0,1,0,1,1,0,0,0,0,0,,4,,4,4,,,,,,7,4,4,10,1,4,4,4,4,,1,10,1,,,,,,0,,,,,,0,,,,,,0,,,,,,1,1,,,,,0,,,,,,,,,,1,9/27/2017,3,3,3,3,8,,2000,,,,,,,2000,,1246,12957,357319,0,371522,400,0,1,2,,1,0,1,1,1,0,10/13/2017,9/23/2017,1,65,1,4,1,10,0,,1,0,0,0,3,16,,1,325000,0,100000,0,0.393716901540756
"160503043",0,0,0,0,1,0,1,,,1,0,0,1,1,0,0,0,0,0,9,,,4,6,,,,,,4,1,4,1,1,4,4,4,4,,1,4,1,,,,,,0,,,,,,0,,,,,,1,,,,,,1,1,,,,,0,,,,,1,,,,,1,9/27/2017,3,3,3,3,3,0,0,0,0,0,2000,0,0,2000,0,0,0,3000,0,3000,100,40,2,0.333333343267441,1,2,0,0,1,0,0,10/6/2017,10/3/2017,1,70,1,4,1,15,0,,1,0,0,0,2,10,,1,375000,0,150000,0,0.249967455863953
"160503071",0,0,0,0,0,1,0,,,0,0,0,1,0,0,0,0,0,0,,,,4,,,,,,,12,2,5,1,1,1,1,5,2,3,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9/1/2017,9,6,3,8,8,200,,,,,,,800,1000,,200,0,0,0,200,20,0,4,2,,1,0,1,0,0,0,11/3/2017,9/27/2017,0,57,1,13,1,10,0,,0,1,0,0,2,6,,1,50,0,0,0,0.24997290968895
"160503091",0,0,0,0,1,0,0,,,,,,1,1,1,,,,1,,,,4,4,4,,,,4,2,3,3,2,4,3,3,3,3,,1,3,1,,,,,,1,,,,,,0,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,10/18/2017,6,6,6,6,6,0,0,0,0,0,2000,0,0,2000,0,0,0,10500,0,10500,20,0,1,4.3482141494751,,1,0,1,1,0,0,10/31/2017,9/20/2017,0,73,1,13,1,12,0,,1,0,0,0,2,17,,1,175000,0,400000,7700,0.368918210268021
"160503098",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,2,6,2,3,2,2,2,2,2,,1,3,1,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,9/22/2017,2,9,2,3,3,0,0,0,0,0,2000,0,0,2000,0,1100,1800,45000,0,47900,100,0,2,2,,2,0,0,1,1,0,10/20/2017,9/20/2017,0,62,1,13,1,9,0,,1,0,0,0,2,15,,1,375000,80000,700000,3000,0.428667992353439
"160503105",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,4,7,1,4,1,1,1,4,4,,2,4,2,1,,,,,1,1,,,,,0,0,,,,,1,1,,,,,1,2,,,,,1,,,,,1,,,,,1,9/22/2017,8,4,3,3,8,1000,0,0,0,0,1000,0,0,2000,0,1500,0,2000,0,3500,100,0,1,1,,1,0,1,0,0,0,10/6/2017,9/19/2017,1,43,1,13,4,9,0,,0,1,0,0,3,14,,1,50000,0,100000,0,1.48185706138611
"160503112",1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,,,1,,,,,,,,1,5,1,5,1,1,1,5,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10/6/2017,1,3,1,3,3,1000,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,250,0,5,4.3482141494751,,2,1,1,1,0,0,10/13/2017,9/24/2017,1,51,1,20,4,10,0,,1,0,0,0,2,13,,1,100000,0,150000,2000,0.249968960881233
"160503134",1,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,,,9,,,,,,,,6,2,4,2,1,4,4,4,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,0,,,,,,,,,,1,10/24/2017,6,3,8,3,8,,,,,,2000,,,2000,,0,1000,5000,0,6000,20,20,2,1,0.5,2,1,0,1,1,0,11/3/2017,9/20/2017,0,55,1,20,1,15,0,,1,0,0,0,3,11,,1,125000,24000,100000,400000,0.249983683228493
"160503181",1,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,4,,9,,5,,,,,,7,4,4,1,1,4,4,3,3,,2,10,1,4,,,,,1,1,,,,,0,0,,,,,1,1,,,,,1,1,,,,,1,,,,,,,,,,1,9/25/2017,3,2,2,3,3,,300,,700,,1000,,,2000,,10728,2000,1000,0,13728,60,30,1,4.3482141494751,2,3,0,0,1,1,0,10/25/2017,9/20/2017,0,47,1,42,6,14,0,,0,1,0,0,2,13,,0,,,15000,65000,2.47725343704224
"160503223",0,0,0,1,0,0,0,,,0,0,0,0,0,1,0,0,0,0,,,,,,4,,,,,2,6,4,2,1,4,4,4,2,,1,3,1,,,,,,0,,,,,,0,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,9/29/2017,3,3,4,3,8,0,0,0,0,0,2000,0,0,2000,0,0,0,17000,0,17000,40,0,1,2,,2,0,1,1,0,0,10/18/2017,9/21/2017,0,63,1,23,1,13,0,,1,0,0,0,2,5,,1,180000,0,20000,2000,0.249959871172905
"160503326",0,0,0,0,1,0,0,,,,1,,1,1,,,,,1,,4,,4,4,,,,,9,4,2,4,3,1,1,4,4,4,,4,,1,3,2,4,,,1,1,1,,,,1,0,1,,,,1,0,1,,,,4,2,1,3,3,,1,1,1,1,,1,1,2,1,,0,10/16/2017,7,6,3,7,,,,,500,,,,,500,,5,10,15,500,530,40,40,1,17.3928565979004,4.3482141494751,,,,,,,10/25/2017,9/20/2017,1,67,1,42,4,10,0,,1,0,0,0,1,5,,0,,,100,2500,1.21606242656708
"160503331",1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,,9,,,,,,,,7,2,3,4,1,3,3,3,3,,2,3,2,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,0,,,,,1,,,,,1,10/6/2017,3,8,8,3,3,0,0,0,0,0,1000,0,0,1000,0,0,0,7312,185,7497,200,200,2,2,1,3,0,0,1,1,0,11/14/2017,10/12/2017,0,41,1,42,6,14,0,,1,0,0,0,1,15,,1,85000,36000,20000,73000,0.5350142121315
"160503334",1,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,9,,,,,,,,,,7,3,4,1,4,4,4,4,4,,1,3,1,,,,,,1,,,,,,0,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,9/11/2017,3,3,1,1,8,2000,,,,,,,,2000,,0,0,0,0,0,60,20,1,1,0.5,2,0,1,1,1,1,10/16/2017,9/22/2017,0,39,1,42,6,13,0,,1,0,0,0,1,11,,1,160000,0,400000,0,0.5350142121315
"160503360",1,0,0,0,0,0,0,4,1,1,0,1,0,1,0,0,0,0,0,2,,1,,5,,,,,,7,2,3,1,1,4,3,3,3,,2,3,6,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,1,1,,,,,0,,,,,,,,,,1,10/2/2017,3,1,3,1,3,200,400,,,,400,,,1000,,0,0,0,0,0,40,40,1,2,1,3,0,1,1,1,0,10/9/2017,9/27/2017,1,60,1,15,6,13,0,,1,0,0,0,1,10,,0,,,20000,10000,0.249963983893394
"160503377",1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,3,,,,8,,,,,,3,7,2,1,3,3,3,3,3,,2,3,2,1,,,,,1,1,,,,,0,0,,,,,1,1,,,,,1,1,,,,,1,,,,,,,,,,1,9/18/2017,6,6,10,1,7,2000,0,0,0,0,0,0,0,2000,0,10000,10000,10000,10000,40000,100,0,5,2,,2,0,0,0,0,0,10/5/2017,9/26/2017,0,40,1,15,6,13,0,,1,0,1,0,,14,,0,,,0,0,0.249989673495293
"160503399",1,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,2,4,,,,,,,,,7,4,4,1,1,4,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,0,10/25/2017,6,3,3,3,,,,,,,,,200,200,,0,0,0,0,0,40,10,1,8.6964282989502,8.6964282989502,2,0,1,1,1,0,11/1/2017,9/20/2017,1,67,1,12,5,10,0,,0,1,0,0,3,12,,1,150000,130000,30000,45000,4.00023746490479
"160503419",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,7,2,4,3,1,4,4,4,3,,1,3,2,,,,,,1,,,,,,1,,,,,,1,,,,,,2,1,1,,,,0,0,,,,,,,,,1,10/6/2017,3,6,3,3,8,0,0,0,2000,0,0,0,0,2000,0,0,400,1800,0,2200,100,40,1,1,1,2,0,0,0,1,0,10/13/2017,10/1/2017,0,51,1,12,4,13,0,,1,0,0,0,1,14,,1,200000,160000,60000,20000,1.45109736919403
"160503431",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,2,4,1,1,4,4,4,4,,2,3,1,4,,,,,0,0,,,,,0,0,,,,,1,1,,,,,1,2,,,,,0,,,,,,,,,,1,10/13/2017,9,3,3,2,8,0,0,0,0,0,2000,0,0,2000,0,50,6000,145000,0,151050,40,60,4,3,1,2,0,1,0,1,0,10/27/2017,9/20/2017,0,39,1,21,1,13,0,,1,0,0,0,5,16,,1,210000,70000,100000,0,1.01658463478088
"160503458",0,0,0,0,1,0,0,,,0,1,0,0,0,0,0,0,0,0,,4,,,,,,,,,4,2,4,1,1,1,1,4,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,,,0,0,,,,1,2,,,,1,9/15/2017,3,3,3,3,3,0,0,0,0,0,2000,0,0,2000,0,205,1200,2000,0,3405,100,100,1,1,0.25,3,0,0,0,1,0,10/14/2017,9/19/2017,1,60,1,21,1,10,0,,1,0,0,0,2,8,,1,150000,110000,25000,0,0.622208714485168
"160503471",1,0,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,12,7,4,1,1,1,4,3,3,1,1,3,1,,,,,,0,,,,,,0,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,,3,3,3,3,3,,,,2000,,,,,2000,,40,600,2000,0,2640,20,20,6,1,1,1,1,0,1,0,0,,9/22/2017,0,41,0,12,1,14,0,,1,0,0,0,1,12,,0,,,3000,0,0.363811761140823
"160503506",1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,2,13,1,4,3,3,3,3,7,1,2,12,1,2,,,,,0,0,,,,,0,0,,,,,0,1,,,,,2,1,2,,,,0,0,,,,1,1,,,,1,10/2/2017,6,9,3,6,3,,2000,,,,,,,2000,,0,0,0,0,0,400,20,1,2,4.3482141494751,1,0,1,1,0,0,10/17/2017,9/19/2017,1,41,0,12,1,13,0,,1,0,0,0,4,12,,0,,,0,4000,0.528605341911316
"160503548",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,2,4,1,3,1,1,4,3,3,,3,3,1,2,6,,,,1,1,1,,,,0,0,0,,,,1,1,1,,,,1,2,,,,,0,,,,,,,,,,1,10/26/2017,6,6,2,3,3,,,,,,2000,,,2000,,300,0,15000,0,15300,120,15,1,3,0.25,1,0,1,0,0,0,11/8/2017,9/20/2017,1,27,1,34,1,13,0,,1,0,0,0,2,14,,1,230000,200000,50000,16000,2.1697793006897
"160503588",1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,1,2,1,3,1,1,2,3,3,,1,,2,,,,,,0,,,,,,1,,,,,,0,,,,,,1,2,,,,,0,,,,,,,,,,0,10/17/2017,3,8,9,6,,0,0,0,0,0,500,0,0,500,0,0,0,500,0,500,100,0,2,2,,2,0,1,1,0,0,10/31/2017,9/19/2017,0,46,1,1,2,9,0,,0,1,0,0,,9,,0,,,45000,35000,0.846140921115875
"160503623",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,7,1,3,1,3,3,3,3,3,,1,3,2,,,,,,1,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,1,10/4/2017,3,1,7,1,7,,2000,,,,,,,2000,,100,3500,0,0,3600,0,200,5,0,2,3,0,1,0,0,0,10/25/2017,9/27/2017,1,40,1,26,1,12,0,,0,0,0,1,4,14,,1,425000,92000,10000,0,1.02760708332062
"160503645",0,0,0,0,1,0,0,,,0,1,0,1,0,0,0,0,0,0,,4,,4,,,,,,,6,2,4,1,1,4,4,4,4,,1,10,1,,,,,,0,,,,,,1,,,,,,1,,,,,,1,1,,,,,0,,,,,,,,,,1,9/29/2017,3,8,3,3,8,,,,,,2000,,,2000,,0,0,10000,0,10000,100,100,4,1,0.16666667163372,1,0,1,1,1,0,10/18/2017,9/20/2017,0,65,1,45,4,14,0,,1,0,0,0,1,12,,1,82000,6000,110000,13000,0.798685252666473
